,1,Jeannie Krause,0
80,700,Timothy Gomez,6
80,2418,Christopher Jackson,6
2418,3276,Adrian Pacheco,7
3276,4018,Dolores Pena,8
700,2987,Kirk Hurst,7
700,3693,Amy Morris,7
280,336,Mateo Sherman,7
280,442,Felix Whitehead,7
280,528,Brittany Arnold,7
280,1009,Andrew Wright,7
1009,1042,Ollie Barton,8
1042,1480,Joe Kim,9
1042,4381,Celia Franco,9
528,1233,Kendrick Glass,8
528,2953,Rosalind Pena,8
336,762,Sara Griffin,8
336,809,Moshe Stein,8
336,4807,Carroll Bullock,8
809,2777,Bret Hays,9
37,46,Scott Howard,5
37,397,Rex Baird,5
37,649,Ruby Stone,5
37,2171,Javier Solis,5
37,2778,James Smith,5
37,3499,Stephanie Roberts,5
2171,3230,Faith Bender,6
2171,4122,Darnell Sharp,6
3230,3653,Kristen Little,7
3653,4269,David Rodriguez,8
3653,4885,Mindy Donovan,8
649,4580,Lenora Gillespie,6
397,428,Benjamin Ward,6
397,898,Kathy Cole,6
898,1277,Darlene Soto,7
898,1302,Dixie Potter,7
1302,2910,Stella Delgado,8
428,441,Tyler Foster,7
428,820,Miles Wong,7
820,1135,Devin Burton,8
820,2381,Corinne Tyler,8
820,2993,Omar Barton,8
2993,4720,Kristen Little,9
441,716,Alexander Gray,8
441,1052,Ronald Carter,8
441,1270,Omar Barton,8
441,2478,Donna Scott,8
441,4442,Fannie Hutchinson,8
2478,2962,Kevin Green,9
2478,3188,Bertha Rivas,9
2478,3454,Sandra Ramirez,9
3454,3812,Francis Brennan,10
3188,3401,Dorian Serrano,10
3188,3594,Patsy Glover,10
1270,2108,Joan Barnes,9
1270,3040,Nina Browning,9
1270,4702,Cora Mcmahon,9
1052,1545,Mamie Rollins,9
1545,3567,Marlin Fuentes,10
716,1267,Selma Pena,9
716,2631,Gustavo Pitts,9
46,96,Ramon Velez,6
46,302,Moshe Stein,6
46,722,Dorian Serrano,6
722,1949,Deborah Mitchell,7
722,2600,Pablo Lynn,7
1949,3231,Rusty Berg,8
302,344,Cecilia Brock,7
302,529,Madonna Wiggins,7
302,670,Dorian Serrano,7
302,3790,Marlon Sawyer,7
302,4991,Mateo Sherman,7
670,1328,Jean McDonald,8
670,2621,Mona Bender,8
529,530,Carlos Graves,8
529,749,Ross Stein,8
529,1029,Rolando Hammond,8
1029,2201,Clifton Blackburn,9
1029,2816,Erich Floyd,9
1029,3643,Carol Adams,9
1029,4261,Marcella English,9
1029,4373,Micheal Mcgee,9
3643,4882,Candy Wolf,10
2816,3384,Lynne Hobbs,10
2816,4329,Lamont Velez,10
749,1186,Jerry Long,9
749,3505,Madonna Wiggins,9
3505,4112,James Smith,10
1186,1983,Gary Stewart,10
1186,2053,Paula Wheeler,10
530,1189,Mandy Ware,9
530,3903,Doris Orr,9
530,4180,Roslyn Browning,9
1189,1715,Brandon Kim,10
1189,1991,Agnes Farrell,10
1189,2604,Jeannine Krause,10
344,2489,Inez Rollins,8
344,3710,Timothy Gomez,8
96,106,Eula Lindsey,7
96,211,Teri Valencia,7
96,237,Miriam Berg,7
96,346,Robert Williamson,7
96,1062,Aaron Powell,7
96,2610,Laurence Pruitt,7
2610,3381,Mandy Ware,8
3381,4250,Hector Lambert,9
1062,1526,Olga Mora,8
1526,3015,Lucia Mclean,9
1526,4734,Katherine Brooks,9
346,2323,Cole Bennett,8
346,2440,Paula Wheeler,8
2440,2643,Patricia Davis,9
2643,3985,Bret Hays,10
2323,4864,Curt Macdonald,9
237,382,Lyle Ware,8
237,2076,Gregory Chavez,8
237,4257,Douglas Henderson,8
237,4874,Dante Herman,8
382,531,Daryl Larsen,9
382,656,Melinda Bradford,9
382,1767,Scott Howard,9
1767,2112,Rosalyn Browning,10
1767,2538,Essie Orr,10
1767,3048,Brenda Cooper,10
1767,3590,Inez Conley,10
1767,4405,Wallace Roy,10
656,1327,Ricardo Buck,10
656,1686,Lowell Gates,10
656,3112,Sondra Bean,10
656,3489,Laurence Pruitt,10
656,3989,Daron Hess,10
531,953,Mariah Jimenez,10
211,914,Jeannie Krause,8
211,1940,Eddie Barber,8
211,2003,Antoinette Barrera,8
2003,2873,Amy Morris,9
2003,3558,Marilyn Ferguson,9
2873,3095,James Smith,10
2873,3327,Stuart Sweeney,10
1940,2357,Claude Blackburn,9
2357,3251,Sharon Turner,10
2357,3783,Ricardo Buck,10
914,2526,Cora Mcmahon,9
2526,3432,Mateo Sherman,10
106,145,Teri Valencia,8
106,225,Trevor Greer,8
106,565,Kevin Green,8
106,1497,Kathryn Hayes,8
565,1070,Bradford Mcclure,9
565,3444,Laurence Pruitt,9
565,4357,Nathan Gonzales,9
1070,3397,Alan Castillo,10
225,999,Daren Booth,9
225,1100,Connie Gross,9
225,1334,Pablo Lynn,9
1334,2400,Kimberly Young,10
1100,3527,Michael Brown,10
999,1935,Rosalyn Browning,10
999,3060,Lynne Hale,10
999,4490,Francisca Ware,10
145,179,Connor Ortiz,9
145,235,Colleen Richards,9
145,307,Luther Heath,9
145,328,Henry Perry,9
145,439,Rosie Hahn,9
145,3730,Garry Huff,9
145,3816,Eunice Conley,9
439,2354,Andrea Reyes,10
439,2682,Kirk Hurst,10
439,4721,Nathan Gonzales,10
328,1073,Rashad Villarreal,10
307,532,Angela Murphy,10
307,542,Carl Wallace,10
307,839,Wilbert Lambert,10
307,935,Rashawn Villarreal,10
307,1381,Leola Olsen,10
307,3161,Betty White,10
235,1488,Rosalyn Browning,10
235,2870,Darin Pena,10
235,3360,Lenore Gillespie,10
179,220,Angela Murphy,10
179,514,Jessica Wilson,10
179,2605,Sandra Ramirez,10
179,3656,Trevor Greer,10
2,50,Samantha Richardson,2
2,803,Leticia Klein,2
803,2177,Carolyn Alvarez,3
50,108,Rocco Parrish,3
50,650,Gavin Peters,3
50,4975,Colin Bowers,3
650,674,Billie Wiggins,4
650,1050,George Hall,4
650,2280,Seth Ellis,4
650,2399,Nelson Huff,4
650,4323,Michelle Nguyen,4
2280,3218,Dewayne Buck,5
674,908,Russell Duncan,5
674,1330,Amber Chavez,5
674,1378,Melinda Bradford,5
674,3641,Ramon Velez,5
674,4391,Paula Wheeler,5
674,4542,Ricardo Tapia,5
3641,3964,Jeri Charles,6
1378,1476,Irma Farrell,6
1378,4030,Dora Acosta,6
1476,1787,Eleanor Vargas,7
1330,2949,Nora Andersen,6
2949,3728,Mario Strong,7
108,720,Etta Rosales,4
108,1194,Claude Blackburn,4
1194,2394,Bennie Duffy,5
2394,3451,Ollie Barton,6
